threshold,TN,FP,FN,TP,accuracy,precision,recall,specificity,f1,f0_5,balanced_accuracy,predicted_positive_rate,false_positive_rate,false_negative_rate
0.15672221532193426,11244,7447,1201,4108,0.63966666666666672,0.35551709216789268,0.77378037295159163,0.60157294954791074,0.48719165085388993,0.39861049117972402,0.68767666124975113,0.48145833333333332,0.39842705045208926,0.22621962704840837
0.15672255201676441,11245,7446,1201,4108,0.63970833333333332,0.3555478622122209,0.77378037295159163,0.6016264512332139,0.48722054201506254,0.39864143619602133,0.68770341209240282,0.48141666666666666,0.39837354876678616,0.22621962704840837
0.15673090025568817,11246,7445,1201,4108,0.63975000000000004,0.35557863758331171,0.77378037295159163,0.60167995291851695,0.48724943660301268,0.39867238601735216,0.68773016293505429,0.481375,0.39832004708148305,0.22621962704840837
0.15673519669427527,11247,7444,1201,4108,0.63979166666666665,0.3556094182825485,0.77378037295159163,0.60173345460381999,0.48727833461835002,0.3987033406448357,0.68775691377770576,0.48133333333333334,0.39826654539618001,0.22621962704840837
0.1567359056001211,11247,7444,1202,4107,0.63975000000000004,0.35555363172019738,0.77359201356187601,0.60173345460381999,0.48718861209964415,0.39863723720225963,0.68766273408284806,0.48129166666666667,0.39826654539618001,0.22640798643812393
0.15673788483126458,11248,7443,1202,4107,0.63979166666666665,0.35558441558441556,0.77359201356187601,0.60178695628912315,0.48721750993534613,0.39866819390786074,0.68768948492549953,0.48125000000000001,0.3982130437108769,0.22640798643812393
0.15673916448837297,11249,7442,1202,4107,0.63983333333333337,0.3556152047796346,0.77359201356187601,0.6018404579744262,0.48724641119943052,0.39869915542180373,0.68771623576815111,0.48120833333333335,0.3981595420255738,0.22640798643812393
0.15674987319637043,11249,7442,1203,4106,0.63979166666666665,0.35555940422583998,0.7734036541721605,0.6018404579744262,0.48715667081924424,0.39863303625172325,0.6876220560732933,0.48116666666666669,0.3981595420255738,0.22659634582783952
0.15675008302790042,11250,7441,1203,4106,0.63983333333333337,0.35559019658785834,0.7734036541721605,0.60189395965972925,0.4871855719031799,0.39866399984465112,0.68764880691594488,0.48112500000000002,0.39810604034027069,0.22659634582783952
0.15675968205887528,11251,7440,1203,4106,0.63987499999999997,0.35562099428373461,0.7734036541721605,0.60194746134503241,0.48721447641649362,0.3986949682481114,0.68767555775859646,0.48108333333333331,0.39805253865496765,0.22659634582783952
0.15676436726113063,11252,7439,1203,4106,0.63991666666666669,0.35565179731485491,0.7734036541721605,0.60200096303033546,0.48724338435979592,0.39872594146322515,0.68770230860124792,0.48104166666666665,0.39799903696966454,0.22659634582783952
0.1567765689025622,11252,7439,1204,4105,0.63987499999999997,0.35559598059598058,0.77321529478244488,0.60200096303033546,0.48715362250044503,0.39865980382635718,0.68760812890639023,0.48099999999999998,0.39799903696966454,0.22678470521755509
0.15677679362438993,11253,7438,1204,4105,0.63991666666666669,0.35562678679719312,0.77321529478244488,0.6020544647156385,0.48718253026347019,0.39869077912239465,0.68763487974904169,0.48095833333333332,0.39794553528436144,0.22678470521755509
0.15677738573824185,11253,7438,1205,4104,0.63987499999999997,0.35557095823947321,0.77302693539272938,0.6020544647156385,0.48709275413922021,0.39862462847485286,0.687540700054184,0.48091666666666666,0.39794553528436144,0.22697306460727068
0.15677997084234707,11254,7437,1205,4104,0.63991666666666669,0.35560176761112555,0.77302693539272938,0.60210796640094166,0.48712166172106824,0.39865560585161153,0.68756745089683546,0.480875,0.39789203359905839,0.22697306460727068
0.15678610503141904,11255,7436,1205,4104,0.6399583333333333,0.355632582322357,0.77302693539272938,0.60216146808624471,0.48715057273428691,0.39868658804328821,0.68759420173948704,0.48083333333333333,0.39783853191375529,0.22697306460727068
0.1567880163607995,11256,7435,1205,4104,0.64000000000000001,0.35566340237455585,0.77302693539272938,0.60221496977154776,0.48717948717948717,0.39871757505100552,0.68762095258213862,0.48079166666666667,0.39778503022845219,0.22697306460727068
0.1568023921909493,11257,7434,1205,4104,0.64004166666666662,0.35569422776911075,0.77302693539272938,0.60226847145685092,0.48720840505728025,0.39874856687588661,0.68764770342479009,0.48075000000000001,0.39773152854314908,0.22697306460727068
0.15680261056690858,11257,7434,1206,4103,0.64000000000000001,0.35563838086157579,0.77283857600301376,0.60226847145685092,0.48711860382286598,0.39868239500942537,0.68755352372993239,0.48070833333333335,0.39773152854314908,0.22716142399698624
0.15680286237011509,11258,7433,1206,4103,0.64004166666666662,0.35566920943134533,0.77283857600301376,0.60232197314215397,0.48714752151973878,0.3987133889180417,0.68758027457258386,0.48066666666666669,0.39767802685784603,0.22716142399698624
0.15680443628097268,11259,7432,1206,4103,0.64008333333333334,0.35570004334633726,0.77283857600301376,0.60237547482745701,0.48717644265020188,0.39874438764601838,0.68760702541523533,0.48062500000000002,0.39762452517254293,0.22716142399698624
0.15680597879249544,11260,7431,1206,4103,0.64012500000000006,0.35573088260794172,0.77283857600301376,0.60242897651276017,0.48720536721486674,0.39877539119447952,0.68763377625788702,0.48058333333333331,0.39757102348723983,0.22716142399698624
0.15680897944461133,11261,7430,1206,4103,0.64016666666666666,0.35576172721754962,0.77283857600301376,0.60248247819806322,0.48723429521434508,0.39880639956454966,0.68766052710053849,0.48054166666666664,0.39751752180193678,0.22716142399698624
0.15681889373471167,11262,7429,1206,4103,0.64020833333333338,0.35579257717655222,0.77283857600301376,0.60253597988336638,0.48726322664924887,0.39883741275735368,0.68768727794319007,0.48049999999999998,0.39746402011663368,0.22716142399698624
0.15683262638049192,11262,7429,1207,4102,0.64016666666666666,0.35573670973896454,0.77265021661329814,0.60253597988336638,0.48717339667458431,0.39877121692298717,0.68759309824833226,0.48045833333333332,0.39746402011663368,0.22734978338670184
0.15683486561218918,11263,7428,1207,4102,0.64020833333333338,0.35576756287944494,0.77265021661329814,0.60258948156866943,0.48720232792921198,0.39880223220362054,0.68761984909098373,0.48041666666666666,0.39741051843133057,0.22734978338670184
0.15684097000707109,11264,7427,1207,4102,0.64024999999999999,0.35579842137219186,0.77265021661329814,0.60264298325397248,0.48723126262026367,0.39883325230918815,0.68764659993363531,0.480375,0.39735701674602752,0.22734978338670184
0.15687078249903191,11265,7426,1207,4102,0.6402916666666667,0.35582928521859819,0.77265021661329814,0.60269648493927563,0.48726020074835186,0.39886427724081602,0.68767335077628688,0.48033333333333333,0.39730351506072442,0.22734978338670184
0.15689671533446958,11266,7425,1207,4102,0.64033333333333331,0.35586015442005725,0.77265021661329814,0.60274998662457868,0.48728914231408887,0.39889530699963049,0.68770010161893835,0.48029166666666667,0.39725001337542132,0.22734978338670184
0.15690921371123753,11267,7424,1207,4102,0.64037500000000003,0.35589102897796288,0.77265021661329814,0.60280348830988173,0.48731808731808735,0.39892634158675822,0.68772685246158993,0.48025000000000001,0.39719651169011821,0.22734978338670184
0.15691226280753953,11267,7424,1208,4101,0.64033333333333331,0.35583514099783081,0.77246185722358263,0.60280348830988173,0.48722822858500653,0.39886012176856195,0.68763267276673212,0.48020833333333335,0.39719651169011821,0.2275381427764174
0.15692875828928848,11268,7423,1208,4101,0.64037500000000003,0.35586601874349183,0.77246185722358263,0.60285698999518489,0.48725717340937447,0.39889115844762185,0.68765942360938381,0.48016666666666669,0.39714301000481517,0.2275381427764174
0.15693100538761251,11269,7422,1208,4101,0.64041666666666663,0.35589690184847694,0.77246185722358263,0.60291049168048794,0.48728612167300378,0.3989221999571993,0.68768617445203528,0.48012500000000002,0.39708950831951206,0.2275381427764174
