fold,k,metric,weights,accuracy,precision,recall,specificity,f1,balanced_accuracy,roc_auc,average_precision,TN,FP,FN,TP
1,3,manhattan,distance,0.77020833333333338,0.4749082007343941,0.36534839924670431,0.8852327447833066,0.41298563065460353,0.62529057201500549,0.67447218418461985,0.40152586968209669,3309,429,674,388
1,5,manhattan,distance,0.78833333333333333,0.53276353276353272,0.35216572504708099,0.91225254146602464,0.42403628117913833,0.63220913325655281,0.69696500238301784,0.4485953686565225,3410,328,688,374
1,7,manhattan,distance,0.79333333333333333,0.55520504731861198,0.33145009416195859,0.9245585874799358,0.41509433962264153,0.62800434082094725,0.7070827526931126,0.46715522198478054,3456,282,710,352
1,9,manhattan,distance,0.79749999999999999,0.57425742574257421,0.32768361581920902,0.9309791332263242,0.41726618705035973,0.62933137452276666,0.71987295944637408,0.4874179514980343,3480,258,714,348
1,11,manhattan,distance,0.79979166666666668,0.5869191049913941,0.32109227871939738,0.9357945425361156,0.41509433962264153,0.62844341062775655,0.72658873744381269,0.49303459808368399,3498,240,721,341
1,13,manhattan,distance,0.80395833333333333,0.61182994454713491,0.31167608286252352,0.9438202247191011,0.41297567061759199,0.62774815379081228,0.73025306845055471,0.49515390904606332,3528,210,731,331
1,15,manhattan,distance,0.80500000000000005,0.62209302325581395,0.30225988700564971,0.9478330658105939,0.40684410646387831,0.62504647640812183,0.73398276871424839,0.49911595174315393,3543,195,741,321
1,17,manhattan,distance,0.80729166666666663,0.63249516441005804,0.30790960451977401,0.94917067950775813,0.41418619379354021,0.62854014201376607,0.73736181770365739,0.498312766934216,3548,190,735,327
1,19,manhattan,distance,0.80687500000000001,0.6310679611650486,0.30602636534839922,0.94917067950775813,0.41217501585288524,0.62759852242807868,0.73777620085466211,0.49935954903550939,3548,190,737,325
1,21,manhattan,distance,0.80604166666666666,0.62868369351669939,0.30131826741996232,0.949438202247191,0.40738383195416933,0.62537823483357668,0.73973047713763762,0.50039747957150482,3549,189,742,320
1,23,manhattan,distance,0.8052083333333333,0.62624254473161034,0.29661016949152541,0.94970572498662387,0.402555910543131,0.62315794723907469,0.74236325859826147,0.50341262473141402,3550,188,747,315
