fold,k,metric,weights,accuracy,precision,recall,specificity,f1,balanced_accuracy,roc_auc,average_precision,TN,FP,FN,TP
3,7,euclidean,distance,0.79625000000000001,0.56213017751479288,0.35781544256120529,0.92081326912787587,0.43728423475258921,0.63931435584454055,0.71191088318778284,0.4673730322506891,3442,296,682,380
3,9,euclidean,distance,0.80354166666666671,0.59139784946236562,0.36252354048964219,0.92883895131086147,0.44950379451255107,0.64568124590025189,0.72290866239637896,0.48530584907177521,3472,266,677,385
3,11,euclidean,distance,0.80874999999999997,0.61612903225806448,0.35969868173258002,0.93632958801498123,0.45422116527942924,0.64801413487378068,0.73038884505747959,0.5022886795305781,3500,238,680,382
3,13,euclidean,distance,0.80937499999999996,0.62394603709949414,0.34839924670433148,0.94034242910647403,0.44712990936555891,0.64437083790540273,0.73488055689065024,0.50977588139616359,3515,223,692,370
3,15,euclidean,distance,0.81187500000000001,0.63316582914572861,0.3559322033898305,0.9414125200642055,0.45569620253164556,0.64867236172701803,0.7392364921168959,0.51324303478192501,3519,219,684,378
3,17,euclidean,distance,0.81270833333333337,0.6402753872633391,0.35028248587570621,0.94408774745853397,0.45283018867924529,0.64718511666712009,0.74330311485139133,0.51397959183238662,3529,209,690,372
3,19,euclidean,distance,0.81354166666666672,0.64572425828970337,0.34839924670433148,0.94569288389513106,0.45259938837920488,0.6470460652997313,0.74336470553857714,0.51271716268145262,3535,203,692,370
3,21,euclidean,distance,0.81395833333333334,0.64746945898778363,0.34934086629001881,0.94596040663456393,0.45382262996941897,0.64765063646229137,0.74696014062325244,0.51637168964700664,3536,202,691,371
3,23,euclidean,distance,0.81374999999999997,0.64736842105263159,0.34745762711864409,0.9462279293739968,0.45220588235294118,0.64684277824632042,0.74772492314389094,0.51861418314995156,3537,201,693,369
3,25,euclidean,distance,0.81395833333333334,0.64955752212389384,0.3455743879472693,0.9470304975922953,0.45113706207744314,0.64630244276978233,0.74989961599654986,0.52250820939894305,3540,198,695,367
3,27,euclidean,distance,0.81395833333333334,0.651705565529623,0.34180790960451979,0.94810058855002677,0.4484249536751081,0.64495424907727328,0.7507053330229867,0.52333294307057332,3544,194,699,363
3,29,euclidean,distance,0.81312499999999999,0.64811490125673255,0.339924670433145,0.94756554307116103,0.44595429277331688,0.64374510675215302,0.75161710190752273,0.52274486253767505,3542,196,701,361
3,31,euclidean,distance,0.81437499999999996,0.65350089766606823,0.34274952919020718,0.94836811128945964,0.44966028412600373,0.64555882023983346,0.75251438627462253,0.52499347917808059,3545,193,698,364
3,1,manhattan,uniform,0.71937499999999999,0.37242614145031333,0.39171374764595102,0.81246655965757086,0.38182652592932537,0.60209015365176088,0.602090153651761,0.28046777292215663,3037,701,646,416
3,3,manhattan,uniform,0.77041666666666664,0.47555012224938875,0.36629001883239171,0.8852327447833066,0.41382978723404257,0.62576138180784913,0.67297146222588999,0.36954481975859643,3309,429,673,389
3,5,manhattan,uniform,0.7935416666666667,0.55078683834048636,0.36252354048964219,0.91599785981808457,0.43725156161272005,0.63926070015386338,0.69772713990482038,0.41482399103015438,3424,314,677,385
3,7,manhattan,uniform,0.80249999999999999,0.58906250000000004,0.35499058380414311,0.92964151952915997,0.44300822561692127,0.64231605166665151,0.71348327201974127,0.44636426518434003,3475,263,685,377
3,9,manhattan,uniform,0.8052083333333333,0.60636515912897826,0.3408662900188324,0.93713215623327983,0.43640747438215793,0.63899922312605617,0.72488384676539308,0.46085149612042436,3503,235,700,362
3,11,manhattan,uniform,0.80687500000000001,0.61821366024518387,0.33239171374764598,0.94168004280363826,0.43233312921004285,0.63703587827564212,0.72940792834622592,0.46407862951348483,3520,218,709,353
3,13,manhattan,uniform,0.80874999999999997,0.6333333333333333,0.32203389830508472,0.9470304975922953,0.42696629213483145,0.63453219794868998,0.73244149010669668,0.47439011273875437,3540,198,720,342
3,15,manhattan,uniform,0.81166666666666665,0.64738805970149249,0.32674199623352168,0.949438202247191,0.43429286608260326,0.63809009924035631,0.73661441660394233,0.47719137806008816,3549,189,715,347
3,17,manhattan,uniform,0.81020833333333331,0.64603481624758219,0.31450094161958569,0.9510433386837881,0.42305256491450283,0.63277214015168692,0.74101456109645025,0.48550431849895054,3555,183,728,334
3,19,manhattan,uniform,0.80854166666666671,0.64271457085828343,0.3032015065913371,0.95211342964151957,0.41202815099168266,0.62765746811642831,0.74359897686406917,0.48909087960079595,3559,179,740,322
3,21,manhattan,uniform,0.80791666666666662,0.6411290322580645,0.29943502824858759,0.95238095238095233,0.40821566110397944,0.62590799031476996,0.74398829550229295,0.49229089879223054,3560,178,744,318
3,23,manhattan,uniform,0.80812499999999998,0.64300202839756593,0.29849340866290019,0.95291599785981806,0.40771704180064311,0.62570470326135919,0.74496291459726993,0.49368958439775712,3562,176,745,317
3,25,manhattan,uniform,0.80958333333333332,0.65102040816326534,0.30037664783427498,0.9542536115569823,0.41108247422680411,0.62731512969562864,0.74729693714172862,0.49718698163632558,3567,171,743,319
3,27,manhattan,uniform,0.81020833333333331,0.65631469979296064,0.29849340866290019,0.95559122525414664,0.41035598705501619,0.62704231695852342,0.74866100082725495,0.49826577124371824,3572,166,745,317
3,29,manhattan,uniform,0.80895833333333333,0.65392781316348192,0.29001883239171372,0.95639379347244513,0.40182648401826482,0.6232063129320794,0.74953347258622438,0.49864073884756716,3575,163,754,308
3,31,manhattan,uniform,0.80854166666666671,0.65180467091295113,0.28907721280602638,0.95612627073301226,0.40052185257664707,0.62260174176951932,0.74797204160658737,0.50143360350270005,3574,164,755,307
3,1,manhattan,distance,0.71937499999999999,0.37242614145031333,0.39171374764595102,0.81246655965757086,0.38182652592932537,0.60209015365176088,0.602090153651761,0.28046777292215663,3037,701,646,416
3,3,manhattan,distance,0.76812499999999995,0.4694610778443114,0.36911487758945388,0.88148742643124667,0.41328413284132842,0.6253011520103503,0.67162175710547445,0.39803242636401442,3295,443,670,392
3,5,manhattan,distance,0.79062500000000002,0.53888130968622105,0.371939736346516,0.90957731407169606,0.44011142061281339,0.64075852520910603,0.69530192787667555,0.44387302570540055,3400,338,667,395
3,7,manhattan,distance,0.79916666666666669,0.57227138643067843,0.36534839924670431,0.92241840556447297,0.4459770114942529,0.64388340240558861,0.71175873277853841,0.47528750305391998,3448,290,674,388
3,9,manhattan,distance,0.801875,0.58767772511848337,0.35028248587570621,0.9301765650080257,0.43893805309734513,0.64022952544186595,0.72236190335123873,0.48760919234608047,3477,261,690,372
3,11,manhattan,distance,0.80458333333333332,0.60299003322259137,0.34180790960451979,0.93606206527554847,0.43629807692307693,0.63893498744003407,0.7267431549949166,0.49070819283514278,3499,239,699,363
3,13,manhattan,distance,0.80854166666666671,0.62478184991273999,0.33709981167608288,0.94248261102193687,0.43792048929663607,0.63979121134900985,0.73047348502023801,0.4982131122731947,3523,215,704,358
3,15,manhattan,distance,0.80958333333333332,0.63261648745519716,0.33239171374764598,0.94515783841626533,0.43580246913580245,0.63877477608195565,0.73486519070693512,0.49928667777461616,3533,205,709,353
3,17,manhattan,distance,0.80958333333333332,0.63754646840148699,0.32297551789077211,0.9478330658105939,0.42875000000000002,0.63540429185068303,0.73906015886114917,0.50554330173974238,3543,195,719,343
3,19,manhattan,distance,0.80958333333333332,0.64068441064638781,0.31732580037664782,0.949438202247191,0.4244332493702771,0.63338200131191935,0.74181524002986576,0.5083445265652512,3549,189,725,337
3,21,manhattan,distance,0.80937499999999996,0.64161849710982655,0.3135593220338983,0.9502407704654896,0.42125237191650855,0.63190004624969398,0.74214901369252906,0.51174891522969845,3552,186,729,333
3,23,manhattan,distance,0.80979166666666669,0.64636542239685657,0.30979284369114879,0.9518459069020867,0.41884150222788036,0.6308193752966178,0.74360275543383525,0.51231036783784856,3558,180,733,329
3,25,manhattan,distance,0.81020833333333331,0.64891518737672582,0.30979284369114879,0.95238095238095233,0.41937539834289356,0.63108689803605056,0.74585742801320787,0.51478873825772753,3560,178,733,329
3,27,manhattan,distance,0.81166666666666665,0.65863453815261042,0.3088512241054614,0.95452113429641516,0.42051282051282052,0.63168617920093828,0.74687726399305143,0.51553787362150671,3568,170,734,328
3,29,manhattan,distance,0.80958333333333332,0.65226337448559668,0.29849340866290019,0.95478865703584803,0.40956072351421191,0.62664103284937411,0.74792669876939544,0.51553772970412015,3569,169,745,317
3,31,manhattan,distance,0.81000000000000005,0.65690376569037656,0.29566854990583802,0.95612627073301226,0.40779220779220782,0.62589741031942514,0.74712324888481818,0.51714834073918348,3574,164,748,314
4,1,euclidean,uniform,0.72666666666666668,0.3800383877159309,0.3728813559322034,0.82718031032637773,0.37642585551330798,0.60003083312929051,0.60003083312929051,0.28045922931780476,3092,646,666,396
4,3,euclidean,uniform,0.77666666666666662,0.49360613810741688,0.36346516007532959,0.8940609951845907,0.41865509761388287,0.6287630776299602,0.67028351364668259,0.3640088617745737,3342,396,676,386
4,5,euclidean,uniform,0.79166666666666663,0.54654654654654655,0.34274952919020718,0.91920813269127877,0.42129629629629628,0.63097883094074292,0.70335783861778911,0.41085250869222523,3436,302,698,364
4,7,euclidean,uniform,0.79604166666666665,0.56769983686786296,0.32768361581920902,0.92910647405029423,0.41552238805970149,0.62839504493475162,0.71769473992860022,0.42991060570236106,3473,265,714,348
4,9,euclidean,uniform,0.801875,0.59519725557461411,0.32674199623352168,0.93686463349384697,0.42188449848024318,0.63180331486368435,0.72286609051034878,0.43799442960641988,3502,236,715,347
4,11,euclidean,uniform,0.80291666666666661,0.60069444444444442,0.32580037664783429,0.93846976993044406,0.42246642246642246,0.6321350732891392,0.72891003880339245,0.44822459127921416,3508,230,716,346
4,13,euclidean,uniform,0.80374999999999996,0.60344827586206895,0.3295668549905838,0.93846976993044406,0.42630937880633374,0.63401831246051388,0.73140918484662532,0.45920726672684187,3508,230,712,350
4,15,euclidean,uniform,0.80395833333333333,0.60746003552397865,0.32203389830508472,0.94087747458533977,0.4209230769230769,0.63145568644521222,0.73452499347566946,0.46614921903181816,3517,221,720,342
4,17,euclidean,uniform,0.80354166666666671,0.60759493670886078,0.31638418079096048,0.94194756554307113,0.41609907120743034,0.62916587316701578,0.73730148653972682,0.47122355910693731,3521,217,726,336
4,19,euclidean,uniform,0.80395833333333333,0.6098003629764065,0.31638418079096048,0.94248261102193687,0.41661500309981403,0.62943339590644865,0.74211147989952031,0.47482406720691478,3523,215,726,336
4,21,euclidean,uniform,0.8052083333333333,0.61482820976491859,0.32015065913370999,0.9430176565008026,0.42105263157894735,0.6315841578172563,0.7433755374385731,0.48038868879049046,3525,213,722,340
4,23,euclidean,uniform,0.80708333333333337,0.62274368231046928,0.3248587570621469,0.94408774745853397,0.42698019801980197,0.63447325226034046,0.74544027391104151,0.48552792400100436,3529,209,717,345
4,25,euclidean,uniform,0.8075,0.62454873646209386,0.32580037664783429,0.94435527019796683,0.42821782178217821,0.63507782342290053,0.74696265966976316,0.48695483593915501,3530,208,716,346
4,27,euclidean,uniform,0.80666666666666664,0.62361623616236161,0.31826741996233521,0.9454253611556982,0.42144638403990026,0.6318463905590167,0.74888091358763609,0.49073283495751252,3534,204,724,338
4,29,euclidean,uniform,0.80729166666666663,0.62708719851576999,0.31826741996233521,0.9462279293739968,0.42223610243597753,0.632247674668166,0.74912123062475378,0.49252575090668216,3537,201,724,338
4,31,euclidean,uniform,0.80770833333333336,0.63088512241054617,0.31544256120527309,0.94756554307116103,0.42059008160703076,0.63150405213821703,0.75055595356490434,0.49449934551287372,3542,196,727,335
4,1,euclidean,distance,0.72666666666666668,0.3800383877159309,0.3728813559322034,0.82718031032637773,0.37642585551330798,0.60003083312929051,0.60003083312929051,0.28045922931780476,3092,646,666,396
4,3,euclidean,distance,0.77145833333333336,0.47815230961298377,0.36064030131826741,0.88817549491706793,0.41116478797638217,0.62440789811766773,0.66792644182665128,0.38612311363204516,3320,418,679,383
4,5,euclidean,distance,0.78583333333333338,0.52478134110787167,0.33898305084745761,0.91278758694489026,0.41189931350114417,0.62588531889617394,0.69909246311360207,0.43327431468091893,3412,326,702,360
4,7,euclidean,distance,0.79312499999999997,0.55484896661367245,0.32862523540489641,0.92509363295880154,0.41277350680070962,0.62685943418184897,0.71323753903262577,0.4508332370175705,3458,280,713,349
4,9,euclidean,distance,0.79812499999999997,0.5761047463175123,0.33145009416195859,0.93071161048689144,0.42080095636580994,0.63108085232442501,0.72023368690670164,0.45535856801625108,3479,259,710,352
4,11,euclidean,distance,0.80083333333333329,0.58833333333333337,0.33239171374764598,0.93392188336008564,0.42478941034897716,0.63315679855386575,0.72689303826230123,0.46252915705383285,3491,247,709,353
4,13,euclidean,distance,0.80291666666666661,0.59797297297297303,0.33333333333333331,0.93632958801498123,0.42805320435308342,0.6348314606741573,0.72940830620320241,0.46904228341804971,3500,238,708,354
4,15,euclidean,distance,0.80312499999999998,0.60245183887915932,0.3239171374764595,0.93927233814874267,0.421310471524801,0.63159473781260111,0.73332366019473239,0.47437648564455875,3511,227,718,344
4,17,euclidean,distance,0.80270833333333336,0.6014109347442681,0.32109227871939738,0.93953986088817554,0.41866175567833025,0.63031606980378641,0.73630016555173661,0.47806104402709693,3512,226,721,341
4,19,euclidean,distance,0.80312499999999998,0.60427807486631013,0.3192090395480226,0.9406099518459069,0.41774491682070242,0.62990949569696475,0.74072613027097889,0.48038498410587388,3516,222,723,339
4,21,euclidean,distance,0.80458333333333332,0.61032028469750887,0.32297551789077211,0.9414125200642055,0.42241379310344829,0.63219401897748884,0.74234285432152503,0.48364699001895506,3519,219,719,343
4,23,euclidean,distance,0.80625000000000002,0.61702127659574468,0.32768361581920902,0.942215088282504,0.4280442804428044,0.63494935205085645,0.74450167718116667,0.48797811400206159,3522,216,714,348
4,25,euclidean,distance,0.8075,0.62234042553191493,0.33050847457627119,0.9430176565008026,0.43173431734317341,0.6367630655385369,0.7460073112805925,0.48817062355064383,3525,213,711,351
4,27,euclidean,distance,0.80645833333333339,0.620253164556962,0.32297551789077211,0.9438202247191011,0.42476780185758511,0.63339787130493663,0.74754569298465701,0.4909252444641049,3528,210,719,343
4,29,euclidean,distance,0.80645833333333339,0.62068965517241381,0.32203389830508472,0.94408774745853397,0.42405455672659642,0.63306082288180932,0.7482995176529742,0.49222094896797408,3529,209,720,342
4,31,euclidean,distance,0.80625000000000002,0.62087912087912089,0.3192090395480226,0.9446227929373997,0.42164179104477612,0.63191591624271115,0.74955954471760988,0.49435929808538914,3531,207,723,339
4,1,manhattan,uniform,0.72187500000000004,0.37061611374407583,0.36817325800376649,0.82236490101658644,0.36939064714218234,0.59526907951017649,0.59526907951017649,0.2762426087325176,3074,664,671,391
4,3,manhattan,uniform,0.76624999999999999,0.46202531645569622,0.34369114877589452,0.88630283574103796,0.39416846652267817,0.61499699225846627,0.66199723610216843,0.34991353542405834,3313,425,697,365
4,5,manhattan,uniform,0.78479166666666667,0.52187028657616896,0.32580037664783429,0.91519529159978596,0.40115942028985507,0.6204978341238101,0.69085278792953519,0.39395198629641037,3421,317,716,346
4,7,manhattan,uniform,0.79062500000000002,0.54695222405271826,0.31261770244821091,0.92643124665596577,0.39784301977231873,0.61952447455208837,0.70696549107804108,0.41624349484716677,3463,275,730,332
4,9,manhattan,uniform,0.79312499999999997,0.56127886323268206,0.2975517890772128,0.93392188336008564,0.38892307692307693,0.61573683621864927,0.7155764737177801,0.4312770970884387,3491,247,746,316
4,11,manhattan,uniform,0.79729166666666662,0.58225508317929764,0.29661016949152541,0.93953986088817554,0.3930131004366812,0.61807501518985042,0.72131637309698626,0.44461210677179563,3512,226,747,315
4,13,manhattan,uniform,0.8002083333333333,0.5988483685220729,0.29378531073446329,0.94408774745853397,0.39418825015792797,0.61893652909649866,0.72897125163360155,0.45132304559547098,3529,209,750,312
4,15,manhattan,uniform,0.801875,0.60818713450292394,0.29378531073446329,0.9462279293739968,0.3961904761904762,0.62000662005423002,0.73381814902477627,0.46130786858341782,3537,201,750,312
4,17,manhattan,uniform,0.80270833333333336,0.61523046092184364,0.28907721280602638,0.9486356340288925,0.39333760409993596,0.61885642341745939,0.73762921449076468,0.46463096079906069,3546,192,755,307
4,19,manhattan,uniform,0.801875,0.61349693251533743,0.2824858757062147,0.949438202247191,0.38684719535783363,0.61596203897670287,0.73879956349962062,0.46821938735324875,3549,189,762,300
4,21,manhattan,uniform,0.80291666666666661,0.62083333333333335,0.28060263653483991,0.95131086142322097,0.38651102464332038,0.61595674897903041,0.74161359035668684,0.47317583082410286,3556,182,764,298
4,23,manhattan,uniform,0.80208333333333337,0.61715481171548114,0.27777777777777779,0.9510433386837881,0.38311688311688313,0.61441055823078294,0.7434334755083184,0.47652971053236931,3555,183,767,295
4,25,manhattan,uniform,0.80229166666666663,0.61894736842105258,0.2768361581920904,0.95157838416265383,0.38256343526350034,0.61420727117737206,0.74356093926175815,0.47941891786513247,3557,181,768,294
4,27,manhattan,uniform,0.80145833333333338,0.61670235546038543,0.2711864406779661,0.95211342964151957,0.37671680837148463,0.61164993515974286,0.7444564602963003,0.48372006852820437,3559,179,774,288
4,29,manhattan,uniform,0.80208333333333337,0.61914893617021272,0.27401129943502822,0.95211342964151957,0.37989556135770236,0.6130623645382739,0.74324353940141408,0.48227003499740356,3559,179,771,291
4,31,manhattan,uniform,0.801875,0.61987041036717061,0.27024482109227871,0.95291599785981806,0.37639344262295082,0.61158040947604841,0.74568877784931875,0.48413150342427169,3562,176,775,287
4,1,manhattan,distance,0.72187500000000004,0.37061611374407583,0.36817325800376649,0.82236490101658644,0.36939064714218234,0.59526907951017649,0.59526907951017649,0.2762426087325176,3074,664,671,391
4,3,manhattan,distance,0.76270833333333332,0.45205479452054792,0.34180790960451979,0.88228999464954516,0.38927613941018768,0.61204895212703248,0.6615674867674487,0.37351452520194639,3298,440,699,363
4,5,manhattan,distance,0.78125,0.50884955752212391,0.3248587570621469,0.91091492776886041,0.39655172413793105,0.61788684241550362,0.6905721661482469,0.4193900867250604,3405,333,717,345
4,7,manhattan,distance,0.78895833333333332,0.53870458135860977,0.32109227871939738,0.92188336008560723,0.40235988200589973,0.62148781940250231,0.70363279254442845,0.43600265335788108,3446,292,721,341
4,9,manhattan,distance,0.79229166666666662,0.55517826825127337,0.30790960451977401,0.92990904226859283,0.39612356147789218,0.61890932339418336,0.7131595745431204,0.44715779536940486,3476,262,735,327
4,11,manhattan,distance,0.79458333333333331,0.56643356643356646,0.30508474576271188,0.93365436062065277,0.39657282741738065,0.6193695531916823,0.71962886383949043,0.4571689581696623,3490,248,738,324
4,13,manhattan,distance,0.79812499999999997,0.58408679927667273,0.30414312617702449,0.93846976993044406,0.40000000000000002,0.62130644805373425,0.72565681618719124,0.46183953834854469,3508,230,739,323
4,15,manhattan,distance,0.79979166666666668,0.59198542805100185,0.30602636534839922,0.94007490636704116,0.40347610180012417,0.62305063585772014,0.73040559671677552,0.46842242170876802,3514,224,737,325
4,17,manhattan,distance,0.8002083333333333,0.59772296015180271,0.29661016949152541,0.94328517924023547,0.3964757709251101,0.6199476743658805,0.73442259423501099,0.47114747841319726,3526,212,747,315
4,19,manhattan,distance,0.80249999999999999,0.61176470588235299,0.29378531073446329,0.9470304975922953,0.39694656488549618,0.62040790416337932,0.73612521777157081,0.4738319892329701,3540,198,750,312
4,21,manhattan,distance,0.801875,0.60990099009900989,0.29001883239171372,0.94729802033172816,0.39310784939374599,0.61865842636172097,0.73899113698675678,0.47719710536556931,3541,197,754,308
4,23,manhattan,distance,0.80145833333333338,0.60878243512974051,0.2871939736346516,0.94756554307116103,0.39027511196417147,0.61737975835290637,0.74057284629080478,0.47940757014659208,3542,196,757,305
4,25,manhattan,distance,0.80229166666666663,0.61368209255533201,0.2871939736346516,0.9486356340288925,0.39127645926876203,0.61791480383177211,0.74119631030219491,0.48128317023319767,3546,192,757,305
4,27,manhattan,distance,0.80166666666666664,0.61316872427983538,0.28060263653483991,0.94970572498662387,0.38501291989664083,0.61515418076073192,0.74232219814013767,0.4842337032043918,3550,188,764,298
4,29,manhattan,distance,0.80166666666666664,0.61224489795918369,0.2824858757062147,0.94917067950775813,0.38659793814432991,0.61582827760698644,0.74176284386244395,0.48272511842279631,3548,190,762,300
4,31,manhattan,distance,0.80125000000000002,0.61157024793388426,0.27871939736346518,0.94970572498662387,0.38292367399741267,0.61421256117504452,0.74401739048949111,0.48419708098593939,3550,188,766,296
5,1,euclidean,uniform,0.73583333333333334,0.39980638915779282,0.38925541941564562,0.83418026210216634,0.39446036294173831,0.61171784075890601,0.61171784075890601,0.29062680369667149,3119,620,648,413
5,3,euclidean,uniform,0.77562500000000001,0.4891008174386921,0.33836003770028278,0.89970580369082642,0.40000000000000002,0.6190329206955546,0.67024591645389475,0.36380153818933003,3364,375,702,359
5,5,euclidean,uniform,0.791875,0.5478395061728395,0.33459000942507067,0.92163680128376568,0.41544763019309539,0.62811340535441818,0.69533893829691817,0.40599227057216408,3446,293,706,355
5,7,euclidean,uniform,0.80041666666666667,0.58833619210977706,0.3232799245994345,0.93581171436212895,0.41727493917274938,0.6295458194807817,0.71439930992047296,0.4298477632854929,3499,240,718,343
5,9,euclidean,uniform,0.80583333333333329,0.61415929203539821,0.32704995287464655,0.9416956405456004,0.42681426814268142,0.63437279671012348,0.72770746435853684,0.44879997640734776,3521,218,714,347
5,11,euclidean,uniform,0.80833333333333335,0.62522202486678513,0.33176248821866167,0.94356779887670506,0.43349753694581283,0.63766514354768333,0.73462955993566048,0.45897640922471394,3528,211,709,352
5,13,euclidean,uniform,0.80895833333333333,0.62676056338028174,0.33553251649387372,0.94330034768654725,0.43707796193984039,0.63941643209021048,0.73617011408141864,0.47021288177452564,3527,212,705,356
5,15,euclidean,uniform,0.80854166666666671,0.62678571428571428,0.33081998114985861,0.94410270125702056,0.43306600863664407,0.63746134120343956,0.73777809819265006,0.47445715589590404,3530,209,710,351
5,17,euclidean,uniform,0.80874999999999997,0.63071297989031083,0.32516493873704055,0.94597485958812522,0.42910447761194032,0.63556989916258289,0.73953241163082462,0.4796084756545993,3537,202,716,345
5,19,euclidean,uniform,0.81145833333333328,0.64338235294117652,0.32987747408105561,0.94811446910938757,0.43613707165109034,0.63899597159522159,0.74381352123312905,0.48588347920762825,3545,194,711,350
5,21,euclidean,uniform,0.81208333333333338,0.64587155963302756,0.33176248821866167,0.94838192029954538,0.43835616438356162,0.64007220425910349,0.74102582781941073,0.48715024737230028,3546,193,709,352
5,23,euclidean,uniform,0.81312499999999999,0.6518518518518519,0.33176248821866167,0.94971917625033431,0.4397251717676452,0.64074083223449796,0.74367752696631451,0.48874560725361299,3551,188,709,352
5,25,euclidean,uniform,0.81354166666666672,0.65900383141762453,0.3242224316682375,0.95239368815191228,0.43461781427668983,0.63830805991007489,0.7472235869263002,0.49232732050768824,3561,178,717,344
5,27,euclidean,uniform,0.81479166666666669,0.66475095785440608,0.32704995287464655,0.9531960417223857,0.43840808591282376,0.64012299729851607,0.74756880314205987,0.49323101917338247,3564,175,714,347
5,29,euclidean,uniform,0.81437499999999996,0.66159695817490494,0.32799245994344955,0.95239368815191228,0.43856332703213613,0.64019307404768089,0.74791036427557911,0.49750300498684608,3561,178,713,348
5,31,euclidean,uniform,0.81458333333333333,0.66410748560460653,0.32610744580584355,0.9531960417223857,0.43742098609355246,0.6396517437641146,0.74898382411845077,0.50077438494317872,3564,175,715,346
5,1,euclidean,distance,0.73583333333333334,0.39980638915779282,0.38925541941564562,0.83418026210216634,0.39446036294173831,0.61171784075890601,0.61171784075890601,0.29062680369667149,3119,620,648,413
5,3,euclidean,distance,0.77479166666666666,0.48677248677248675,0.34684260131950989,0.89622893821877503,0.4050632911392405,0.62153576976914249,0.67230700472564309,0.39660548386094757,3351,388,693,368
5,5,euclidean,distance,0.79000000000000004,0.53914327917282123,0.34401508011310084,0.91655522867076755,0.42002301495972383,0.63028515439193422,0.69763332164547276,0.43958618993877674,3427,312,696,365
5,7,euclidean,distance,0.79729166666666662,0.57236842105263153,0.32799245994344955,0.93046269055897302,0.4170161773517076,0.62922757525121131,0.71352637545156017,0.46119252716256526,3479,260,713,348
5,9,euclidean,distance,0.8041666666666667,0.60413080895008608,0.33081998114985861,0.93848622626370692,0.42752740560292324,0.63465310370678274,0.72622362700616749,0.47637904924531188,3509,230,710,351
5,11,euclidean,distance,0.80708333333333337,0.61904761904761907,0.33081998114985861,0.94223054292591601,0.43120393120393119,0.63652526203788728,0.73448928040001216,0.48230252356583508,3523,216,710,351
5,13,euclidean,distance,0.80895833333333333,0.62676056338028174,0.33553251649387372,0.94330034768654725,0.43707796193984039,0.63941643209021048,0.7358627090612514,0.49013826071882788,3527,212,705,356
5,15,euclidean,distance,0.80770833333333336,0.62190812720848054,0.33176248821866167,0.94276544530623163,0.43269821757836507,0.63726396676244668,0.73799853746295452,0.49190664988761623,3525,214,709,352
5,17,euclidean,distance,0.80895833333333333,0.62949640287769781,0.32987747408105561,0.94490505482749398,0.4329004329004329,0.63739126445427474,0.73934927940683826,0.49662815994790943,3533,206,711,350
5,19,euclidean,distance,0.81187500000000001,0.6441605839416058,0.33270499528746467,0.94784701791922976,0.43878185208203851,0.64027600660334727,0.74301973820032319,0.50281564061480166,3544,195,708,353
5,21,euclidean,distance,0.81270833333333337,0.6478102189781022,0.33459000942507067,0.94838192029954538,0.44126786824114356,0.64148596486230802,0.74154837854249944,0.50389105556904756,3546,193,706,355
5,23,euclidean,distance,0.8125,0.6487985212569316,0.33081998114985861,0.94918427387001869,0.43820224719101125,0.64000212750993868,0.74417020684488511,0.50445764394647308,3549,190,710,351
5,25,euclidean,distance,0.81437499999999996,0.65917602996254676,0.33176248821866167,0.95132388339128104,0.44137931034482758,0.64154318580497138,0.74718980892490428,0.50751867347441193,3557,182,709,352
5,27,euclidean,distance,0.81541666666666668,0.66294227188081933,0.33553251649387372,0.95159133458143885,0.4455569461827284,0.64356192553765634,0.74790091147668092,0.50866838492643385,3558,181,705,356
5,29,euclidean,distance,0.8158333333333333,0.66666666666666663,0.33364750235626767,0.95266113934207008,0.44472361809045224,0.6431543208491689,0.74846858355984347,0.51136401148449973,3562,177,707,354
5,31,euclidean,distance,0.8158333333333333,0.66729678638941403,0.33270499528746467,0.95292859053222789,0.44402515723270441,0.64281679290984628,0.74938374053050116,0.51390223319839023,3563,176,708,353
5,1,manhattan,uniform,0.73187500000000005,0.39196940726577439,0.38642789820923656,0.82990104305964163,0.38917892738490745,0.60816447063443912,0.60816447063443912,0.28709291421203342,3103,636,651,410
5,3,manhattan,uniform,0.7779166666666667,0.49665327978580992,0.34967012252591895,0.89943835250066861,0.41039823008849557,0.62455423751329375,0.67052836608497079,0.36873042250184762,3363,376,690,371
5,5,manhattan,uniform,0.79208333333333336,0.54976303317535546,0.32799245994344955,0.92377641080502804,0.41086186540731995,0.62588443537423877,0.70553460115112399,0.41293202194704604,3454,285,713,348
5,7,manhattan,uniform,0.8002083333333333,0.58762886597938147,0.3223374175306315,0.93581171436212895,0.41631162507608033,0.62907456594638023,0.72200175494362473,0.43573517821108604,3499,240,719,342
5,9,manhattan,uniform,0.80708333333333337,0.62340036563071299,0.32139491046182844,0.94490505482749398,0.42412935323383083,0.63314998264466116,0.7262308111333301,0.45361823401544915,3533,206,720,341
5,11,manhattan,uniform,0.80874999999999997,0.63265306122448983,0.32139491046182844,0.94704466434875634,0.42625000000000002,0.63421978740529239,0.73568890359884442,0.46618496758828359,3541,198,720,341
5,13,manhattan,uniform,0.81083333333333329,0.64245810055865926,0.32516493873704055,0.94864937148970307,0.43178973717146435,0.63690715511337181,0.73960009367093527,0.47460370288796366,3547,192,716,345
5,15,manhattan,uniform,0.81000000000000005,0.64466019417475728,0.31291234684260133,0.95105643220112335,0.42131979695431471,0.63198438952186231,0.74051663705209814,0.47882960601407831,3556,183,729,332
