implementation_id,model_group,accuracy,precision,recall,specificity,f1,f0_5,balanced_accuracy,roc_auc,average_precision,TN,FP,FN,TP,predicted_positive_rate,false_positive_rate
baseline_python_v5_1,baseline,0.80883333333333329,0.62534818941504178,0.33835719668425018,0.94243526642413866,0.43911980440097803,0.53465110740652533,0.64039623155419445,0.73529250027938731,0.48533712913359273,4404,269,878,449,0.11966666666666667,0.057564733575861331
final_python,final,0.80200000000000005,0.55904842820730671,0.4958553127354936,0.88893644339824529,0.5255591054313099,0.54515327257663626,0.69239587806686942,0.76565499733836295,0.53264466803900068,4154,519,669,658,0.19616666666666666,0.11106355660175476
final_sklearn,final,0.80200000000000005,0.55904842820730671,0.4958553127354936,0.88893644339824529,0.5255591054313099,0.54515327257663626,0.69239587806686942,0.76564580537781302,0.5326299821793794,4154,519,669,658,0.19616666666666666,0.11106355660175476
final_cpp,final,0.80200000000000005,0.55904842820730671,0.4958553127354936,0.88893644339824529,0.5255591054313099,0.54515327257663626,0.69239587806686942,0.76565499733836295,0.53264466803900068,4154,519,669,658,0.19616666666666666,0.11106355660175476
final_weka,final,0.80216666666666669,0.55952380952380953,0.4958553127354936,0.88915043869034882,0.52576907710747101,0.54551483999336758,0.69250287571292124,0.767099909031843,0.54009748942332314,4155,518,669,658,0.19600000000000001,0.11084956130965119
